Booking ID,Booking Date,Travel Date,Lead Time (Days),Origin,Destination,Airline Name,Flight Number,Flight Distance (km),Passenger Type,Class,Ticket Price (INR),Payment Method,Booking Channel,Booking Status,Cancellation Reason,Customer Satisfaction Rating
BKG100193,28-05-2023,20-08-2023,84,MAA,BLR,Akasa,QP789,350,Senior,Economy,1364,Wallet,Online,Confirmed,,2
BKG100194,03-06-2023,21-08-2023,79,BLR,MAA,SpiceJet,SG985,350,Senior,Economy,1054,UPI,Travel Agent,Confirmed,,1
BKG100195,12-05-2023,14-05-2023,2,DEL,MAA,Air India,AI599,1750,Child,Economy,5811,Netbanking,Online,Pending,,
BKG100196,24-04-2023,19-05-2023,25,DEL,HYD,SpiceJet,SG466,1260,Adult,Economy,3959,Wallet,Online,Confirmed,,2
BKG100197,24-05-2023,26-06-2023,33,HYD,BLR,GoAir,G8361,500,Senior,Economy,1252,UPI,Online,Confirmed,,2
BKG100198,31-01-2023,23-04-2023,82,MAA,HYD,Akasa,QP241,630,Child,Economy,2016,Cash,Travel Agent,Confirmed,,1
BKG100199,03-04-2023,01-05-2023,28,MAA,BLR,SpiceJet,SG743,350,Child,Economy,1218,Netbanking,Online,Confirmed,,3
BKG100200,19-06-2023,09-07-2023,20,DEL,MAA,Vistara,UK837,1750,Adult,Economy,4518,Netbanking,Airline App,Confirmed,,2
BKG100201,02-05-2023,03-07-2023,62,MAA,HYD,SpiceJet,SG305,630,Child,Business,3268,Netbanking,Online,Confirmed,,3
BKG100202,15-03-2023,11-06-2023,88,HYD,DEL,IndiGo,6E625,1260,Child,Economy,4416,Cash,Online,Confirmed,,1
BKG100203,08-02-2023,07-04-2023,58,BOM,MAA,Akasa,QP288,1030,Child,Economy,3744,UPI,Airline App,Confirmed,,4
BKG100204,17-01-2023,14-02-2023,28,HYD,DEL,SpiceJet,SG854,1260,Child,Business,7461,UPI,Online,Confirmed,,3
BKG100205,18-06-2023,21-08-2023,64,DEL,BLR,GoAir,G8196,1740,Adult,Economy,6785,Netbanking,Online,Confirmed,,1
BKG100206,13-03-2023,05-06-2023,84,DEL,BOM,Vistara,UK628,1150,Child,Business,7043,Netbanking,Airline App,Cancelled,High ticket price,
BKG100207,04-04-2023,22-05-2023,48,BOM,HYD,Akasa,QP452,710,Adult,Economy,2507,UPI,Travel Agent,Confirmed,,5
BKG100208,02-05-2023,11-05-2023,9,DEL,BLR,Air India,AI752,1740,Adult,Business,10599,Cash,Airline App,Confirmed,,1
BKG100209,14-04-2023,26-05-2023,42,HYD,MAA,SpiceJet,SG405,630,Senior,Economy,2450,Netbanking,Travel Agent,Cancelled,Health issues,
BKG100210,20-06-2023,14-09-2023,86,HYD,MAA,SpiceJet,SG289,630,Child,Business,4208,Cash,Airline App,Cancelled,Found better deal,
BKG100211,12-06-2023,24-06-2023,12,DEL,HYD,Vistara,UK805,1260,Adult,Economy,4627,UPI,Travel Agent,Confirmed,,5
BKG100212,07-04-2023,22-04-2023,15,MAA,HYD,Air India,AI777,630,Senior,First,6194,Cash,Airline App,Confirmed,,1
BKG100213,26-02-2023,21-05-2023,84,DEL,BLR,SpiceJet,SG599,1740,Child,Business,9351,Wallet,Travel Agent,Confirmed,,1
BKG100214,29-01-2023,12-03-2023,42,HYD,BLR,GoAir,G8444,500,Senior,First,3873,Wallet,Travel Agent,Confirmed,,5
BKG100215,02-04-2023,17-05-2023,45,BLR,DEL,Akasa,QP731,1740,Senior,Business,9016,Netbanking,Online,Cancelled,Health issues,
BKG100216,07-01-2023,30-01-2023,23,BLR,DEL,Akasa,QP506,1740,Senior,Economy,5548,Netbanking,Airline App,Confirmed,,1
BKG100217,15-05-2023,14-06-2023,30,MAA,BLR,Akasa,QP751,350,Senior,Economy,1252,Card,Travel Agent,Cancelled,Health issues,
BKG100218,04-03-2023,12-03-2023,8,MAA,DEL,Akasa,QP840,1750,Adult,Economy,5038,Wallet,Travel Agent,Pending,,
BKG100219,18-03-2023,29-04-2023,42,HYD,DEL,Air India,AI781,1260,Adult,Economy,3312,Wallet,Online,Confirmed,,4
BKG100220,05-02-2023,15-02-2023,10,MAA,HYD,GoAir,G8846,630,Adult,Economy,2381,Wallet,Travel Agent,Confirmed,,5
BKG100221,06-01-2023,20-02-2023,45,BOM,DEL,Air India,AI479,1150,Adult,Business,7089,Card,Online,Confirmed,,5
BKG100222,04-03-2023,01-06-2023,89,MAA,BOM,IndiGo,6E437,1030,Child,Business,6621,Netbanking,Airline App,Pending,,
BKG100223,21-03-2023,13-05-2023,53,BLR,HYD,Akasa,QP511,500,Child,Business,2725,Netbanking,Travel Agent,Confirmed,,5
BKG100224,02-05-2023,31-07-2023,90,BOM,MAA,Akasa,QP884,1030,Child,Economy,2733,Wallet,Travel Agent,Confirmed,,5
BKG100225,02-01-2023,15-02-2023,44,BLR,HYD,Air India,AI127,500,Senior,Economy,1588,Netbanking,Online,Cancelled,Other,
BKG100226,06-03-2023,30-05-2023,85,BOM,HYD,SpiceJet,SG830,710,Senior,Economy,2607,Netbanking,Airline App,Cancelled,Other,
BKG100227,13-04-2023,22-05-2023,39,HYD,DEL,Akasa,QP252,1260,Senior,Economy,3248,Card,Online,Confirmed,,4
BKG100228,30-03-2023,06-04-2023,7,HYD,BOM,IndiGo,6E968,710,Adult,Business,4844,Cash,Online,Confirmed,,2
BKG100229,04-03-2023,17-03-2023,13,MAA,BOM,Akasa,QP592,1030,Child,Economy,2900,Cash,Online,Confirmed,,5
BKG100230,23-05-2023,28-06-2023,36,BOM,BLR,Akasa,QP573,980,Child,Economy,2697,Card,Travel Agent,Confirmed,,4
BKG100231,26-01-2023,13-02-2023,18,BOM,MAA,Akasa,QP223,1030,Senior,Economy,3124,UPI,Airline App,Confirmed,,1
BKG100232,23-03-2023,17-04-2023,25,BOM,BLR,Air India,AI138,980,Adult,First,8402,Card,Online,Confirmed,,3
BKG100233,20-06-2023,03-08-2023,44,MAA,HYD,Air India,AI580,630,Adult,Business,3861,Netbanking,Travel Agent,Cancelled,Health issues,
BKG100234,29-04-2023,04-07-2023,66,BLR,DEL,Vistara,UK772,1740,Child,Economy,6033,Netbanking,Travel Agent,Confirmed,,3
BKG100235,10-04-2023,21-04-2023,11,HYD,MAA,Vistara,UK614,630,Senior,Business,4254,Cash,Airline App,Confirmed,,3
BKG100236,09-05-2023,02-06-2023,24,BLR,HYD,Akasa,QP150,500,Senior,Economy,1286,Card,Airline App,Cancelled,Other,
BKG100237,26-05-2023,30-07-2023,65,BLR,MAA,Air India,AI248,350,Child,Business,1817,Netbanking,Airline App,Confirmed,,2
BKG100238,09-02-2023,27-03-2023,46,HYD,BOM,Air India,AI304,710,Child,Business,4065,Card,Travel Agent,Pending,,
BKG100239,02-02-2023,17-02-2023,15,BLR,BOM,SpiceJet,SG214,980,Child,Business,5313,Netbanking,Travel Agent,Confirmed,,2
BKG100240,06-04-2023,03-07-2023,88,DEL,BOM,Vistara,UK912,1150,Senior,Business,6315,Cash,Travel Agent,Confirmed,,5
BKG100241,17-02-2023,28-02-2023,11,MAA,HYD,Akasa,QP255,630,Senior,Business,3583,Wallet,Online,Cancelled,Health issues,
BKG100242,20-01-2023,05-02-2023,16,BOM,BLR,Air India,AI539,980,Senior,Economy,3395,Netbanking,Online,Confirmed,,4
BKG100243,10-03-2023,15-05-2023,66,MAA,BLR,IndiGo,6E648,350,Child,Business,1940,UPI,Online,Confirmed,,3
BKG100244,20-05-2023,31-05-2023,11,MAA,BOM,Vistara,UK532,1030,Adult,Business,5809,Wallet,Travel Agent,Confirmed,,3
BKG100245,27-03-2023,05-05-2023,39,HYD,BOM,Air India,AI778,710,Child,Economy,2100,Netbanking,Online,Confirmed,,4
BKG100246,26-03-2023,17-04-2023,22,MAA,DEL,Akasa,QP547,1750,Adult,Economy,6305,Cash,Travel Agent,Confirmed,,1
BKG100247,30-05-2023,15-07-2023,46,MAA,HYD,Air India,AI630,630,Child,Economy,2263,Card,Travel Agent,Cancelled,Change in plans,
BKG100248,30-04-2023,14-06-2023,45,DEL,HYD,GoAir,G8662,1260,Child,Business,8283,Cash,Travel Agent,Confirmed,,2
BKG100249,27-01-2023,20-04-2023,83,MAA,BOM,SpiceJet,SG350,1030,Child,First,8127,Cash,Travel Agent,Confirmed,,2
BKG100250,05-02-2023,21-02-2023,16,BOM,BLR,Vistara,UK498,980,Child,Economy,3136,Card,Airline App,Confirmed,,3
BKG100251,02-01-2023,26-01-2023,24,BOM,HYD,Akasa,QP509,710,Child,Economy,2702,Card,Airline App,Pending,,
BKG100252,01-01-2023,22-03-2023,80,BLR,DEL,IndiGo,6E781,1740,Senior,Business,11166,UPI,Online,Confirmed,,2
BKG100253,03-02-2023,19-04-2023,75,DEL,BLR,Vistara,UK396,1740,Adult,Economy,5899,UPI,Airline App,Confirmed,,5
BKG100254,22-03-2023,08-05-2023,47,BOM,MAA,Vistara,UK936,1030,Child,Business,5403,Wallet,Travel Agent,Pending,,
BKG100255,12-06-2023,01-09-2023,81,MAA,BLR,Air India,AI238,350,Child,Economy,1220,UPI,Airline App,Confirmed,,4
BKG100256,26-04-2023,01-05-2023,5,MAA,BLR,Air India,AI878,350,Senior,Economy,942,Cash,Airline App,Confirmed,,4
BKG100257,09-02-2023,25-02-2023,16,DEL,BLR,Akasa,QP971,1740,Senior,Business,11938,Netbanking,Online,Confirmed,,1
BKG100258,19-02-2023,19-04-2023,59,MAA,DEL,SpiceJet,SG722,1750,Child,Economy,4380,Card,Online,Confirmed,,3
BKG100259,01-03-2023,24-04-2023,54,BLR,BOM,GoAir,G8107,980,Senior,Economy,3289,Netbanking,Online,Pending,,
BKG100260,21-05-2023,26-06-2023,36,DEL,HYD,SpiceJet,SG400,1260,Senior,Business,7098,Cash,Travel Agent,Confirmed,,4
BKG100261,30-03-2023,28-05-2023,59,MAA,BLR,Air India,AI255,350,Adult,Economy,1340,UPI,Airline App,Confirmed,,1
BKG100262,03-02-2023,15-03-2023,40,BOM,MAA,Akasa,QP100,1030,Child,Economy,2577,Card,Airline App,Confirmed,,2
BKG100263,10-06-2023,11-07-2023,31,HYD,BLR,GoAir,G8469,500,Senior,Business,2915,Wallet,Airline App,Confirmed,,5
BKG100264,28-02-2023,01-05-2023,62,BOM,DEL,Air India,AI346,1150,Child,Economy,4477,Cash,Online,Confirmed,,1
BKG100265,07-03-2023,25-03-2023,18,MAA,BOM,Vistara,UK974,1030,Child,First,10104,UPI,Airline App,Confirmed,,3
BKG100266,02-06-2023,09-07-2023,37,BLR,HYD,GoAir,G8315,500,Adult,First,3693,Netbanking,Travel Agent,Confirmed,,5
BKG100267,05-01-2023,22-01-2023,17,DEL,HYD,Air India,AI106,1260,Senior,First,12276,Wallet,Airline App,Confirmed,,2
BKG100268,26-01-2023,24-03-2023,57,HYD,BOM,Akasa,QP767,710,Senior,Economy,2624,Wallet,Travel Agent,Pending,,
BKG100269,06-05-2023,24-05-2023,18,BLR,HYD,Akasa,QP654,500,Child,Economy,1841,Wallet,Online,Pending,,
BKG100270,08-01-2023,26-02-2023,49,BOM,HYD,Akasa,QP435,710,Child,Economy,2747,Wallet,Travel Agent,Confirmed,,3
BKG100271,06-06-2023,17-08-2023,72,HYD,DEL,GoAir,G8658,1260,Adult,Economy,4642,Netbanking,Online,Pending,,
BKG100272,25-03-2023,02-06-2023,69,BLR,BOM,Vistara,UK131,980,Adult,Economy,3491,Wallet,Travel Agent,Cancelled,Health issues,
BKG100273,10-05-2023,17-05-2023,7,HYD,BLR,Vistara,UK390,500,Adult,Economy,1385,Card,Travel Agent,Confirmed,,3
BKG100274,27-04-2023,30-06-2023,64,DEL,HYD,Akasa,QP995,1260,Adult,Economy,4773,Netbanking,Online,Confirmed,,5
BKG100275,07-01-2023,10-03-2023,62,MAA,BOM,Vistara,UK322,1030,Child,Business,6617,Card,Online,Confirmed,,5
BKG100276,28-04-2023,11-06-2023,44,BLR,HYD,GoAir,G8130,500,Senior,Economy,1516,Netbanking,Airline App,Confirmed,,4
BKG100277,11-02-2023,31-03-2023,48,BOM,BLR,SpiceJet,SG351,980,Adult,Economy,3103,UPI,Online,Confirmed,,1
BKG100278,15-06-2023,11-08-2023,57,HYD,BOM,IndiGo,6E986,710,Adult,Economy,2574,Card,Travel Agent,Confirmed,,4
BKG100279,26-06-2023,17-09-2023,83,DEL,BOM,SpiceJet,SG542,1150,Senior,Economy,4124,UPI,Travel Agent,Pending,,
BKG100280,28-06-2023,06-08-2023,39,DEL,HYD,GoAir,G8490,1260,Adult,Business,7910,Card,Online,Confirmed,,1
BKG100281,24-05-2023,19-07-2023,56,DEL,HYD,Air India,AI123,1260,Adult,Economy,5007,Wallet,Online,Confirmed,,1
BKG100282,14-06-2023,16-06-2023,2,BLR,DEL,IndiGo,6E453,1740,Senior,Economy,6013,Card,Travel Agent,Confirmed,,1
BKG100283,07-02-2023,22-03-2023,43,HYD,BOM,Akasa,QP706,710,Child,Business,4010,Cash,Airline App,Confirmed,,3
BKG100284,06-03-2023,15-04-2023,40,HYD,MAA,Vistara,UK785,630,Adult,Business,3647,UPI,Travel Agent,Cancelled,Found better deal,
BKG100285,10-04-2023,29-05-2023,49,BOM,HYD,GoAir,G8165,710,Adult,Business,4346,Netbanking,Airline App,Confirmed,,1
BKG100286,14-05-2023,09-06-2023,26,DEL,BOM,SpiceJet,SG550,1150,Child,Economy,4185,UPI,Airline App,Cancelled,High ticket price,
BKG100287,19-03-2023,03-06-2023,76,BOM,DEL,IndiGo,6.00E+232,1150,Senior,Economy,4508,Card,Travel Agent,Confirmed,,4
BKG100288,27-06-2023,29-08-2023,63,MAA,DEL,SpiceJet,SG783,1750,Senior,Economy,5062,Cash,Airline App,Cancelled,Found better deal,
BKG100289,19-01-2023,07-02-2023,19,HYD,DEL,SpiceJet,SG500,1260,Adult,Economy,3347,Card,Airline App,Confirmed,,3
BKG100290,05-06-2023,13-08-2023,69,BOM,MAA,IndiGo,6E931,1030,Senior,Economy,2792,Card,Travel Agent,Cancelled,Change in plans,
BKG100291,25-05-2023,17-07-2023,53,DEL,MAA,GoAir,G8613,1750,Adult,Business,9140,Netbanking,Online,Confirmed,,2
BKG100292,02-02-2023,25-02-2023,23,DEL,BLR,Vistara,UK572,1740,Senior,Business,9451,UPI,Travel Agent,Confirmed,,4
BKG100293,24-02-2023,26-03-2023,30,BLR,DEL,Akasa,QP591,1740,Adult,Economy,4965,Netbanking,Online,Confirmed,,3
BKG100294,18-04-2023,25-04-2023,7,MAA,HYD,GoAir,G8364,630,Adult,Economy,2010,UPI,Travel Agent,Pending,,
BKG100295,03-02-2023,20-02-2023,17,DEL,BLR,Vistara,UK225,1740,Child,Economy,5370,Card,Online,Confirmed,,4
BKG100296,27-03-2023,16-04-2023,20,HYD,DEL,IndiGo,6.00E+130,1260,Senior,Economy,4962,Cash,Travel Agent,Confirmed,,5
BKG100297,15-04-2023,06-06-2023,52,HYD,BOM,Vistara,UK665,710,Adult,Business,4479,Netbanking,Travel Agent,Confirmed,,4
BKG100298,03-04-2023,18-05-2023,45,MAA,BOM,Akasa,QP228,1030,Child,Economy,3107,Wallet,Airline App,Confirmed,,5
BKG100299,20-04-2023,03-07-2023,74,DEL,HYD,SpiceJet,SG483,1260,Child,Economy,4388,UPI,Online,Confirmed,,5
BKG100300,11-03-2023,27-04-2023,47,DEL,MAA,Air India,AI658,1750,Child,Economy,4680,Netbanking,Airline App,Confirmed,,4
BKG100301,31-03-2023,22-05-2023,52,MAA,DEL,Akasa,QP980,1750,Child,Economy,4986,Card,Travel Agent,Confirmed,,3
BKG100302,29-04-2023,22-05-2023,23,MAA,BLR,Air India,AI366,350,Adult,Business,1763,UPI,Online,Confirmed,,1
BKG100303,23-06-2023,19-09-2023,88,DEL,BOM,Akasa,QP694,1150,Adult,Business,7136,Wallet,Travel Agent,Confirmed,,1
BKG100304,04-02-2023,29-03-2023,53,MAA,DEL,GoAir,G8429,1750,Adult,Economy,6761,Netbanking,Travel Agent,Confirmed,,4
BKG100305,11-02-2023,08-05-2023,86,BOM,MAA,Akasa,QP579,1030,Senior,Economy,3338,Wallet,Online,Confirmed,,4
BKG100306,22-05-2023,02-06-2023,11,HYD,MAA,IndiGo,6E587,630,Senior,Economy,1684,Card,Airline App,Cancelled,Other,
BKG100307,18-05-2023,26-06-2023,39,HYD,DEL,Akasa,QP220,1260,Child,Economy,3610,UPI,Airline App,Confirmed,,4
BKG100308,04-03-2023,13-03-2023,9,MAA,HYD,Akasa,QP826,630,Adult,Economy,1599,Cash,Travel Agent,Confirmed,,5
BKG100309,15-03-2023,21-05-2023,67,BLR,HYD,GoAir,G8697,500,Senior,Business,2507,Netbanking,Travel Agent,Cancelled,Found better deal,
BKG100310,16-06-2023,02-08-2023,47,MAA,DEL,GoAir,G8870,1750,Adult,Economy,4882,Wallet,Travel Agent,Confirmed,,5
BKG100311,22-01-2023,05-02-2023,14,MAA,DEL,Akasa,QP261,1750,Adult,Economy,5574,Netbanking,Travel Agent,Cancelled,High ticket price,
BKG100312,26-06-2023,30-06-2023,4,MAA,BOM,Akasa,QP609,1030,Child,Business,6426,Netbanking,Online,Confirmed,,2
BKG100313,21-05-2023,30-06-2023,40,HYD,BLR,SpiceJet,SG497,500,Child,Economy,1632,Cash,Airline App,Confirmed,,1
BKG100314,02-02-2023,08-03-2023,34,BOM,DEL,SpiceJet,SG375,1150,Senior,Economy,3168,Cash,Online,Confirmed,,3
BKG100315,28-04-2023,07-05-2023,9,BLR,HYD,GoAir,G8676,500,Adult,Economy,1925,UPI,Airline App,Confirmed,,1
BKG100316,22-03-2023,08-05-2023,47,MAA,BOM,IndiGo,6E528,1030,Child,Business,5196,Wallet,Online,Confirmed,,5
BKG100317,15-02-2023,03-05-2023,77,BOM,HYD,Vistara,UK299,710,Child,Economy,2061,Netbanking,Online,Confirmed,,5
BKG100318,02-01-2023,22-01-2023,20,MAA,DEL,GoAir,G8467,1750,Adult,Economy,5420,Wallet,Travel Agent,Confirmed,,3
BKG100319,14-04-2023,04-07-2023,81,HYD,MAA,SpiceJet,SG365,630,Adult,Economy,2237,Wallet,Airline App,Confirmed,,1
BKG100320,19-05-2023,30-06-2023,42,BOM,HYD,SpiceJet,SG114,710,Adult,Economy,2337,Card,Airline App,Cancelled,Other,
BKG100321,28-03-2023,08-04-2023,11,BOM,DEL,Akasa,QP314,1150,Senior,Economy,4399,UPI,Online,Confirmed,,1
BKG100322,06-06-2023,18-07-2023,42,MAA,BOM,GoAir,G8322,1030,Adult,Economy,2676,Netbanking,Airline App,Cancelled,Health issues,
BKG100323,08-02-2023,24-02-2023,16,HYD,MAA,IndiGo,6E343,630,Child,Economy,2489,UPI,Online,Confirmed,,4
BKG100324,04-03-2023,02-06-2023,90,BOM,MAA,GoAir,G8716,1030,Adult,Economy,3914,Wallet,Airline App,Confirmed,,5
BKG100325,15-01-2023,21-01-2023,6,MAA,HYD,Vistara,UK684,630,Adult,Economy,2492,UPI,Airline App,Cancelled,Change in plans,
BKG100326,09-03-2023,24-04-2023,46,BOM,HYD,Akasa,QP151,710,Child,Economy,2018,Cash,Airline App,Confirmed,,5
BKG100327,26-05-2023,01-08-2023,67,BLR,MAA,IndiGo,6E716,350,Senior,Business,2025,Netbanking,Online,Confirmed,,2
BKG100328,08-03-2023,27-04-2023,50,BOM,BLR,Vistara,UK475,980,Senior,Economy,3242,Wallet,Online,Confirmed,,2
BKG100329,03-05-2023,02-06-2023,30,DEL,BOM,IndiGo,6.00E+285,1150,Child,Economy,2907,Card,Online,Confirmed,,5
BKG100330,24-01-2023,13-03-2023,48,HYD,DEL,IndiGo,6E770,1260,Senior,Economy,3162,Card,Airline App,Confirmed,,2
BKG100331,05-06-2023,27-06-2023,22,BLR,MAA,Akasa,QP578,350,Adult,Business,2067,Card,Online,Confirmed,,2
BKG100332,22-06-2023,23-06-2023,1,BOM,BLR,SpiceJet,SG494,980,Adult,Economy,3539,UPI,Travel Agent,Confirmed,,1
BKG100333,26-02-2023,13-05-2023,76,BOM,BLR,IndiGo,6E764,980,Adult,Economy,3847,Wallet,Travel Agent,Confirmed,,1
BKG100334,21-06-2023,02-08-2023,42,MAA,BOM,Akasa,QP748,1030,Adult,Economy,2646,Netbanking,Airline App,Confirmed,,2
BKG100335,07-02-2023,24-04-2023,76,MAA,DEL,Vistara,UK540,1750,Adult,Economy,4638,Wallet,Online,Confirmed,,3
BKG100336,05-04-2023,18-04-2023,13,BOM,HYD,SpiceJet,SG154,710,Child,Economy,2770,UPI,Travel Agent,Confirmed,,1
BKG100337,23-06-2023,01-07-2023,8,HYD,BOM,SpiceJet,SG249,710,Child,Economy,2476,Cash,Online,Confirmed,,5
BKG100338,03-06-2023,04-06-2023,1,DEL,HYD,Air India,AI925,1260,Adult,Economy,4533,Netbanking,Airline App,Confirmed,,1
BKG100339,01-02-2023,21-02-2023,20,MAA,DEL,GoAir,G8923,1750,Senior,Business,9594,Netbanking,Airline App,Pending,,
BKG100340,07-03-2023,04-06-2023,89,BOM,DEL,Akasa,QP224,1150,Senior,Economy,4135,Wallet,Travel Agent,Confirmed,,5
BKG100341,29-03-2023,07-06-2023,70,HYD,DEL,Vistara,UK234,1260,Adult,Economy,4452,Card,Airline App,Confirmed,,5
BKG100342,03-05-2023,13-07-2023,71,BLR,DEL,GoAir,G8739,1740,Senior,First,15501,UPI,Online,Confirmed,,4
BKG100343,21-05-2023,30-06-2023,40,DEL,BOM,Vistara,UK678,1150,Senior,Economy,2923,Wallet,Travel Agent,Pending,,
BKG100344,22-04-2023,24-06-2023,63,MAA,DEL,Vistara,UK636,1750,Child,Economy,6109,Netbanking,Airline App,Cancelled,Health issues,
BKG100345,21-03-2023,06-04-2023,16,HYD,BLR,Air India,AI797,500,Senior,Economy,1526,Cash,Airline App,Confirmed,,3
BKG100346,10-01-2023,26-01-2023,16,HYD,DEL,Akasa,QP707,1260,Senior,Economy,4805,Card,Travel Agent,Confirmed,,5
BKG100347,14-03-2023,29-05-2023,76,MAA,HYD,Vistara,UK123,630,Senior,Business,3314,Cash,Airline App,Confirmed,,1
BKG100348,20-02-2023,31-03-2023,39,BOM,BLR,Akasa,QP410,980,Senior,Economy,3545,Netbanking,Travel Agent,Confirmed,,1
BKG100349,28-02-2023,11-04-2023,42,BOM,DEL,GoAir,G8322,1150,Senior,Business,7895,UPI,Airline App,Confirmed,,4
BKG100350,21-04-2023,15-05-2023,24,DEL,BLR,Akasa,QP711,1740,Child,Economy,5643,Wallet,Airline App,Confirmed,,5
BKG100351,27-05-2023,08-07-2023,42,DEL,MAA,Air India,AI417,1750,Child,Economy,6696,UPI,Airline App,Cancelled,Found better deal,
BKG100352,12-05-2023,17-06-2023,36,BOM,DEL,Akasa,QP417,1150,Adult,Economy,4437,Card,Airline App,Confirmed,,4
BKG100353,21-06-2023,03-08-2023,43,HYD,DEL,Vistara,UK946,1260,Child,First,10740,Cash,Airline App,Cancelled,High ticket price,
BKG100354,11-06-2023,09-07-2023,28,HYD,DEL,GoAir,G8928,1260,Senior,Economy,3885,Netbanking,Travel Agent,Pending,,
BKG100355,01-01-2023,03-02-2023,33,BLR,DEL,IndiGo,6.00E+303,1740,Adult,Economy,6540,Netbanking,Online,Confirmed,,1
BKG100356,31-03-2023,01-04-2023,1,DEL,MAA,Vistara,UK505,1750,Adult,Business,9130,Card,Airline App,Cancelled,Other,
BKG100357,02-02-2023,29-03-2023,55,HYD,BLR,Air India,AI624,500,Adult,Business,3283,Cash,Online,Confirmed,,1
BKG100358,21-06-2023,29-07-2023,38,BOM,HYD,SpiceJet,SG163,710,Child,Economy,2733,UPI,Travel Agent,Confirmed,,5
BKG100359,23-04-2023,02-06-2023,40,BLR,MAA,GoAir,G8836,350,Senior,Economy,1222,Card,Airline App,Confirmed,,1
BKG100360,13-01-2023,14-03-2023,60,MAA,BLR,GoAir,G8541,350,Adult,Economy,1233,Wallet,Airline App,Confirmed,,2
BKG100361,01-05-2023,06-05-2023,5,BLR,MAA,Vistara,UK192,350,Adult,Economy,1167,Cash,Online,Pending,,
BKG100362,05-05-2023,14-05-2023,9,BLR,BOM,Akasa,QP783,980,Child,Economy,2696,Card,Online,Cancelled,Health issues,
BKG100363,12-05-2023,12-06-2023,31,BLR,HYD,Air India,AI443,500,Child,Economy,1592,Cash,Airline App,Confirmed,,3
BKG100364,21-02-2023,13-04-2023,51,BOM,HYD,Vistara,UK910,710,Child,Economy,1968,Wallet,Airline App,Confirmed,,4
BKG100365,10-01-2023,27-03-2023,76,DEL,HYD,GoAir,G8413,1260,Adult,Business,8744,Cash,Online,Confirmed,,2
BKG100366,09-02-2023,12-03-2023,31,DEL,HYD,Akasa,QP576,1260,Adult,Business,7475,UPI,Travel Agent,Confirmed,,3
BKG100367,22-02-2023,26-04-2023,63,BOM,HYD,Vistara,UK714,710,Adult,Economy,2125,Cash,Travel Agent,Confirmed,,5
BKG100368,17-06-2023,28-08-2023,72,BOM,HYD,GoAir,G8597,710,Child,Economy,2699,Wallet,Airline App,Confirmed,,4
BKG100369,08-04-2023,21-06-2023,74,BOM,HYD,IndiGo,6E956,710,Senior,Economy,2521,Cash,Online,Confirmed,,4
BKG100370,27-03-2023,09-05-2023,43,MAA,BLR,Air India,AI756,350,Senior,Business,1761,Card,Airline App,Confirmed,,2
BKG100371,15-02-2023,11-04-2023,55,MAA,BLR,Air India,AI589,350,Senior,Economy,1178,Wallet,Travel Agent,Cancelled,Other,
BKG100372,02-02-2023,28-04-2023,85,BLR,MAA,Vistara,UK292,350,Senior,Economy,1269,Netbanking,Travel Agent,Confirmed,,5
BKG100373,05-02-2023,25-02-2023,20,BLR,BOM,SpiceJet,SG655,980,Senior,Business,5670,Netbanking,Online,Confirmed,,4
BKG100374,05-02-2023,27-04-2023,81,MAA,HYD,SpiceJet,SG199,630,Child,Economy,2213,Cash,Airline App,Confirmed,,2
BKG100375,17-06-2023,22-06-2023,5,HYD,BOM,Vistara,UK125,710,Senior,Economy,2095,Wallet,Online,Confirmed,,3
BKG100376,17-03-2023,18-05-2023,62,MAA,DEL,Akasa,QP136,1750,Child,Economy,5615,Netbanking,Travel Agent,Cancelled,Other,
BKG100377,08-01-2023,01-04-2023,83,DEL,HYD,SpiceJet,SG414,1260,Child,Economy,3911,Wallet,Online,Confirmed,,4
BKG100378,19-06-2023,30-07-2023,41,MAA,DEL,GoAir,G8465,1750,Adult,Business,9118,Netbanking,Airline App,Cancelled,Health issues,
BKG100379,01-05-2023,01-06-2023,31,BLR,BOM,GoAir,G8764,980,Child,Business,5910,UPI,Airline App,Confirmed,,5
BKG100380,05-01-2023,11-01-2023,6,MAA,HYD,GoAir,G8470,630,Adult,Economy,2519,Cash,Online,Cancelled,Health issues,
BKG100381,08-01-2023,23-02-2023,46,HYD,BOM,Vistara,UK424,710,Senior,Economy,2761,UPI,Travel Agent,Confirmed,,3
BKG100382,14-01-2023,22-03-2023,67,DEL,HYD,Vistara,UK125,1260,Adult,Economy,4773,Cash,Travel Agent,Confirmed,,1
BKG100383,18-01-2023,18-03-2023,59,HYD,BLR,Akasa,QP579,500,Child,Economy,1612,Card,Airline App,Confirmed,,2
BKG100384,12-06-2023,06-07-2023,24,DEL,BLR,SpiceJet,SG949,1740,Adult,Business,12052,Card,Airline App,Confirmed,,2
BKG100385,04-02-2023,23-03-2023,47,BLR,BOM,Akasa,QP299,980,Adult,Economy,2559,Card,Online,Confirmed,,4
BKG100386,28-06-2023,01-09-2023,65,MAA,HYD,Vistara,UK592,630,Child,Economy,1601,Wallet,Online,Cancelled,Other,
BKG100387,15-03-2023,04-06-2023,81,MAA,DEL,IndiGo,6E640,1750,Child,Business,9617,Cash,Airline App,Confirmed,,2
